Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
EST,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Europe,Northern Europe,Republic of Estonia
EST,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,Europe,Northern Europe,Republic of Estonia
EST,2017,EJ Events,0.9873349024478105,0.0012510425354462,%,EJ Atlas,Europe,Northern Europe,Republic of Estonia
EST,2022,EJ Events,0.9884995644723238,0.0011359333585762,%,EJ Atlas,Europe,Northern Europe,Republic of Estonia
ETH,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
ETH,2012,EJ Events,0.9683603099183065,0.0031282586027111,%,EJ Atlas,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
ETH,2017,EJ Events,0.9704726998483054,0.0029190992493744,%,EJ Atlas,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
ETH,2022,EJ Events,0.9731859321189454,0.0026505111700113,%,EJ Atlas,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
FIN,2007,EJ Events,0.9665953007345498,0.0033030553261767,%,EJ Atlas,Europe,Northern Europe,Republic of Finland
FIN,2012,EJ Events,0.973626733677478,0.0026068821689259,%,EJ Atlas,Europe,Northern Europe,Republic of Finland
FIN,2017,EJ Events,0.9746856197978216,0.0025020850708924,%,EJ Atlas,Europe,Northern Europe,Republic of Finland
FIN,2022,EJ Events,0.9693611384648204,0.0030291556228701,%,EJ Atlas,Europe,Northern Europe,Republic of Finland
FJI,2007,EJ Events,0.9707648689648963,0.0028901734104046,%,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2012,EJ Events,0.9762609726398197,0.00234619395203335,%,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2017,EJ Events,0.9810082867289339,0.0018765638031693,%,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2022,EJ Events,0.9808398545628649,0.00189322226429375,%,Estimated,Oceania,Melanesia,Republic of Fiji
FRA,2007,EJ Events,0.8835623286905454,0.0115606936416184,%,EJ Atlas,Europe,Western Europe,French Republic
FRA,2012,EJ Events,0.868814977404406,0.0130344108446298,%,EJ Atlas,Europe,Western Europe,French Republic
FRA,2017,EJ Events,0.8573811475156558,0.0141784820683903,%,EJ Atlas,Europe,Western Europe,French Republic
FRA,2022,EJ Events,0.8515031972442911,0.0147671336614918,%,EJ Atlas,Europe,Western Europe,French Republic
FRO,2007,EJ Events,0.9841190320558089,0.0015689512799339001,%,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2012,EJ Events,0.9841678021339545,0.0015641293013555098,%,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2017,EJ Events,0.9801650364268901,0.00195996663886567,%,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2022,EJ Events,0.9793086073567748,0.00204468004543727,%,Estimated,Europe,Northern Europe,Faroe Islands
FSM,2007,EJ Events,0.9829626872572553,0.0016832878104553924,%,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2012,EJ Events,0.9827481730841292,0.001704499879682304,%,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2017,EJ Events,0.9852255914828539,0.0014595496246872,%,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2022,EJ Events,0.9837852114505939,0.0016019573005562654,%,Estimated,Oceania,Micronesia,Federated States of Micronesia
GAB,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Africa,Middle Africa,Gabonese Republic
GAB,2012,EJ Events,0.9841678021339545,0.0015641293013555,%,EJ Atlas,Africa,Middle Africa,Gabonese Republic
GAB,2017,EJ Events,0.9873349024478105,0.0012510425354462,%,EJ Atlas,Africa,Middle Africa,Gabonese Republic
GAB,2022,EJ Events,0.9808398545628649,0.0018932222642938,%,EJ Atlas,Africa,Middle Africa,Gabonese Republic
GBR,2007,EJ Events,0.9665953007345498,0.0033030553261767,%,EJ Atlas,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GBR,2012,EJ Events,0.9525774463683784,0.0046923879040667,%,EJ Atlas,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GBR,2017,EJ Events,0.9410312171732428,0.0058381984987489,%,EJ Atlas,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GBR,2022,EJ Events,0.9388146671536542,0.0060583112457402,%,EJ Atlas,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland
GEO,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Asia,Western Asia,Georgia
GEO,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,Asia,Western Asia,Georgia
GEO,2017,EJ Events,0.9873349024478105,0.0012510425354462,%,EJ Atlas,Asia,Western Asia,Georgia
GEO,2022,EJ Events,0.9884995644723238,0.0011359333585762,%,EJ Atlas,Asia,Western Asia,Georgia
GHA,2007,EJ Events,0.9333003952554917,0.0066061106523534,%,EJ Atlas,Africa,Western Africa,Republic of Ghana
GHA,2012,EJ Events,0.9525774463683784,0.0046923879040667,%,EJ Atlas,Africa,Western Africa,Republic of Ghana
GHA,2017,EJ Events,0.9536385192020487,0.0045871559633027,%,EJ Atlas,Africa,Western Africa,Republic of Ghana
GHA,2022,EJ Events,0.9578954146911112,0.0041650889814464,%,EJ Atlas,Africa,Western Africa,Republic of Ghana
GIB,2007,EJ Events,0.9364970773712623,0.006288509178682531,%,Estimated,Europe,Southern Europe,Gibraltar
GIB,2012,EJ Events,0.9436851287756858,0.005574717253549315,%,Estimated,Europe,Southern Europe,Gibraltar
GIB,2017,EJ Events,0.9484643944618909,0.005100404182972939,%,Estimated,Europe,Southern Europe,Gibraltar
GIB,2022,EJ Events,0.947910233130924,0.005155389858153907,%,Estimated,Europe,Southern Europe,Gibraltar
GIN,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Africa,Western Africa,Republic of Guinea
GIN,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,Africa,Western Africa,Republic of Guinea
GIN,2017,EJ Events,0.9746856197978216,0.0025020850708924,%,EJ Atlas,Africa,Western Africa,Republic of Guinea
GIN,2022,EJ Events,0.977012170454372,0.0022718667171525,%,EJ Atlas,Africa,Western Africa,Republic of Guinea
GMB,2007,EJ Events,1.0,0.0,%,EJ Atlas,Africa,Western Africa,Republic of the Gambia
GMB,2012,EJ Events,1.0,0.0,%,EJ Atlas,Africa,Western Africa,Republic of the Gambia
GMB,2017,EJ Events,1.0,0.0,%,EJ Atlas,Africa,Western Africa,Republic of the Gambia
GMB,2022,EJ Events,0.992331592463018,0.0007572889057175,%,EJ Atlas,Africa,Western Africa,Republic of the Gambia
GNB,2007,EJ Events,1.0,0.0,%,EJ Atlas,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,Africa,Western Africa,Republic of Guinea-Bissau
GNQ,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,Africa,Middle Africa,Republic of Equatorial Guinea
GRC,2007,EJ Events,0.9499341688986925,0.004954582989265,%,EJ Atlas,Europe,Southern Europe,Hellenic Republic
GRC,2012,EJ Events,0.9315718071721057,0.0067778936392075,%,EJ Atlas,Europe,Southern Europe,Hellenic Republic
GRC,2017,EJ Events,0.9410312171732428,0.0058381984987489,%,EJ Atlas,Europe,Southern Europe,Hellenic Republic
GRC,2022,EJ Events,0.9464426538639455,0.0053010223400227,%,EJ Atlas,Europe,Southern Europe,Hellenic Republic
GRD,2007,EJ Events,0.9895491934683919,0.001032204789430175,%,Estimated,America,Caribbean,Grenada
GRD,2012,EJ Events,0.9920808080350397,0.000782064650677725,%,Estimated,America,Caribbean,Grenada
GRD,2017,EJ Events,0.9894446527152727,0.0010425354462051124,%,Estimated,America,Caribbean,Grenada
GRD,2022,EJ Events,0.9899364050987274,0.0009939416887541999,%,Estimated,America,Caribbean,Grenada
GRL,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,America,Northern America,Greenland
GRL,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,America,Northern America,Greenland
GRL,2017,EJ Events,0.9873349024478105,0.0012510425354462,%,EJ Atlas,America,Northern America,Greenland
GRL,2022,EJ Events,0.9884995644723238,0.0011359333585762,%,EJ Atlas,America,Northern America,Greenland
GTM,2007,EJ Events,0.9001145641912771,0.0099091659785301,%,EJ Atlas,America,Central America,Republic of Guatemala
GTM,2012,EJ Events,0.8896907516602734,0.010948905109489,%,EJ Atlas,America,Central America,Republic of Guatemala
GTM,2017,EJ Events,0.8949382215779336,0.0104253544620517,%,EJ Atlas,America,Central America,Republic of Guatemala
GTM,2022,EJ Events,0.9045596306216664,0.0094661113214691,%,EJ Atlas,America,Central America,Republic of Guatemala
GUM,2007,EJ Events,0.9829626872572553,0.0016832878104553924,%,Estimated,Oceania,Micronesia,Guam
GUM,2012,EJ Events,0.9827481730841292,0.001704499879682304,%,Estimated,Oceania,Micronesia,Guam
GUM,2017,EJ Events,0.9852255914828539,0.0014595496246872,%,Estimated,Oceania,Micronesia,Guam
GUM,2022,EJ Events,0.9837852114505939,0.0016019573005562654,%,Estimated,Oceania,Micronesia,Guam
GUY,2007,EJ Events,1.0,0.0,%,EJ Atlas,America,South America,Co-operative Republic of Guyana
GUY,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,America,South America,Co-operative Republic of Guyana
GUY,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,America,South America,Co-operative Republic of Guyana
GUY,2022,EJ Events,0.992331592463018,0.0007572889057175,%,EJ Atlas,America,South America,Co-operative Republic of Guyana
HKG,2007,EJ Events,0.9312230927007688,0.006812551610239425,%,Estimated,Asia,Eastern Asia,Hong Kong SAR
HKG,2012,EJ Events,0.9053758632419362,0.009384775808133424,%,Estimated,Asia,Eastern Asia,Hong Kong SAR
HKG,2017,EJ Events,0.8876245436666927,0.011155129274395301,%,Estimated,Asia,Eastern Asia,Hong Kong SAR
HKG,2022,EJ Events,0.8874754528904247,0.011170011359333525,%,Estimated,Asia,Eastern Asia,Hong Kong SAR
HND,2007,EJ Events,0.9333003952554917,0.0066061106523534,%,EJ Atlas,America,Central America,Republic of Honduras
HND,2012,EJ Events,0.9210852991211369,0.0078206465067778,%,EJ Atlas,America,Central America,Republic of Honduras
HND,2017,EJ Events,0.9158635871526339,0.0083402835696413,%,EJ Atlas,America,Central America,Republic of Honduras
HND,2022,EJ Events,0.9235759040352755,0.0075728890571753,%,EJ Atlas,America,Central America,Republic of Honduras
HRV,2007,EJ Events,0.9416138679195556,0.0057803468208092,%,EJ Atlas,Europe,Southern Europe,Republic of Croatia
HRV,2012,EJ Events,0.9473219516343623,0.0052137643378519,%,EJ Atlas,Europe,Southern Europe,Republic of Croatia
HRV,2017,EJ Events,0.9536385192020487,0.0045871559633027,%,EJ Atlas,Europe,Southern Europe,Republic of Croatia
HRV,2022,EJ Events,0.9502588022882843,0.0049223778871639,%,EJ Atlas,Europe,Southern Europe,Republic of Croatia
HTI,2007,EJ Events,1.0,0.0,%,EJ Atlas,America,Caribbean,Republic of Haiti
HTI,2012,EJ Events,1.0,0.0,%,EJ Atlas,America,Caribbean,Republic of Haiti
HTI,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,America,Caribbean,Republic of Haiti
HTI,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,America,Caribbean,Republic of Haiti
HUN,2007,EJ Events,0.9749361541268231,0.0024772914946325,%,EJ Atlas,Europe,Eastern Europe,Republic of Hungary
HUN,2012,EJ Events,0.9683603099183065,0.0031282586027111,%,EJ Atlas,Europe,Eastern Europe,Republic of Hungary
HUN,2017,EJ Events,0.9662615312685963,0.0033361134278565,%,EJ Atlas,Europe,Eastern Europe,Republic of Hungary
HUN,2022,EJ Events,0.9693611384648204,0.0030291556228701,%,EJ Atlas,Europe,Eastern Europe,Republic of Hungary
IDN,2007,EJ Events,0.6951305186297498,0.0305532617671346,%,EJ Atlas,Asia,South-eastern Asia,Republic of Indonesia
IDN,2012,EJ Events,0.6828440371715581,0.0318039624608967,%,EJ Atlas,Asia,South-eastern Asia,Republic of Indonesia
IDN,2017,EJ Events,0.6593950563026406,0.0341951626355296,%,EJ Atlas,Asia,South-eastern Asia,Republic of Indonesia
IDN,2022,EJ Events,0.6642526554342217,0.0336993563044301,%,EJ Atlas,Asia,South-eastern Asia,Republic of Indonesia
IMN,2007,EJ Events,0.9841190320558089,0.0015689512799339001,%,Estimated,Europe,Northern Europe,Isle of Man
IMN,2012,EJ Events,0.9841678021339545,0.0015641293013555098,%,Estimated,Europe,Northern Europe,Isle of Man
IMN,2017,EJ Events,0.9801650364268901,0.00195996663886567,%,Estimated,Europe,Northern Europe,Isle of Man
IMN,2022,EJ Events,0.9793086073567748,0.00204468004543727,%,Estimated,Europe,Northern Europe,Isle of Man
IND,2007,EJ Events,0.050493200122179,0.0982658959537572,%,EJ Atlas,Asia,Southern Asia,Republic of India
IND,2012,EJ Events,0.0,0.1037539103232533,%,EJ Atlas,Asia,Southern Asia,Republic of India
IND,2017,EJ Events,0.010729156467556159,0.1025854879065888,%,EJ Atlas,Asia,Southern Asia,Republic of India
IND,2022,EJ Events,0.055803946547317296,0.0976902688375615,%,EJ Atlas,Asia,Southern Asia,Republic of India
IRL,2007,EJ Events,0.9749361541268231,0.0024772914946325,%,EJ Atlas,Europe,Northern Europe,Ireland
IRL,2012,EJ Events,0.9841678021339545,0.0015641293013555,%,EJ Atlas,Europe,Northern Europe,Ireland
IRL,2017,EJ Events,0.9831167196374934,0.0016680567139282,%,EJ Atlas,Europe,Northern Europe,Ireland
IRL,2022,EJ Events,0.9846689855374344,0.001514577811435,%,EJ Atlas,Europe,Northern Europe,Ireland
IRN,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Asia,Southern Asia,Islamic Republic of Iran
IRN,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,Asia,Southern Asia,Islamic Republic of Iran
IRN,2017,EJ Events,0.9873349024478105,0.0012510425354462,%,EJ Atlas,Asia,Southern Asia,Islamic Republic of Iran
IRN,2022,EJ Events,0.9808398545628649,0.0018932222642938,%,EJ Atlas,Asia,Southern Asia,Islamic Republic of Iran
IRQ,2007,EJ Events,0.9749361541268231,0.0024772914946325,%,EJ Atlas,Asia,Western Asia,Republic of Iraq
IRQ,2012,EJ Events,0.9841678021339545,0.0015641293013555,%,EJ Atlas,Asia,Western Asia,Republic of Iraq
IRQ,2017,EJ Events,0.9831167196374934,0.0016680567139282,%,EJ Atlas,Asia,Western Asia,Republic of Iraq
IRQ,2022,EJ Events,0.9808398545628649,0.0018932222642938,%,EJ Atlas,Asia,Western Asia,Republic of Iraq
ISL,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Europe,Northern Europe,Republic of Iceland
ISL,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,Europe,Northern Europe,Republic of Iceland
ISL,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,Europe,Northern Europe,Republic of Iceland
ISL,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,Europe,Northern Europe,Republic of Iceland
ISR,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Asia,Western Asia,State of Israel
ISR,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,Asia,Western Asia,State of Israel
ISR,2017,EJ Events,0.9915548424682641,0.0008340283569641,%,EJ Atlas,Asia,Western Asia,State of Israel
ISR,2022,EJ Events,0.992331592463018,0.0007572889057175,%,EJ Atlas,Asia,Western Asia,State of Israel
ITA,2007,EJ Events,0.9084008353057558,0.0090834021469859,%,EJ Atlas,Europe,Southern Europe,Italian Republic
ITA,2012,EJ Events,0.9053758632419362,0.0093847758081334,%,EJ Atlas,Europe,Southern Europe,Italian Republic
ITA,2017,EJ Events,0.9116750545841303,0.0087572977481234,%,EJ Atlas,Europe,Southern Europe,Italian Republic
ITA,2022,EJ Events,0.912161856774041,0.0087088224157516,%,EJ Atlas,Europe,Southern Europe,Italian Republic
JAM,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,America,Caribbean,Jamaica
JAM,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,America,Caribbean,Jamaica
JAM,2017,EJ Events,0.9915548424682641,0.0008340283569641,%,EJ Atlas,America,Caribbean,Jamaica
JAM,2022,EJ Events,0.9884995644723238,0.0011359333585762,%,EJ Atlas,America,Caribbean,Jamaica
JOR,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Asia,Western Asia,Hashemite Kingdom of Jordan
JOR,2012,EJ Events,0.9841678021339545,0.0015641293013555,%,EJ Atlas,Asia,Western Asia,Hashemite Kingdom of Jordan
JOR,2017,EJ Events,0.9873349024478105,0.0012510425354462,%,EJ Atlas,Asia,Western Asia,Hashemite Kingdom of Jordan
JOR,2022,EJ Events,0.9884995644723238,0.0011359333585762,%,EJ Atlas,Asia,Western Asia,Hashemite Kingdom of Jordan
JPN,2007,EJ Events,0.9333003952554917,0.0066061106523534,%,EJ Atlas,Asia,Eastern Asia,Japan
JPN,2012,EJ Events,0.9578356691039384,0.0041710114702815,%,EJ Atlas,Asia,Eastern Asia,Japan
JPN,2017,EJ Events,0.9410312171732428,0.0058381984987489,%,EJ Atlas,Asia,Eastern Asia,Japan
JPN,2022,EJ Events,0.9388146671536542,0.0060583112457402,%,EJ Atlas,Asia,Eastern Asia,Japan
KAZ,2007,EJ Events,0.9749361541268231,0.0024772914946325,%,EJ Atlas,Asia,Central Asia,Republic of Kazakhstan
KAZ,2012,EJ Events,0.973626733677478,0.0026068821689259,%,EJ Atlas,Asia,Central Asia,Republic of Kazakhstan
KAZ,2017,EJ Events,0.9789002925744945,0.0020850708924103,%,EJ Atlas,Asia,Central Asia,Republic of Kazakhstan
KAZ,2022,EJ Events,0.9808398545628649,0.0018932222642938,%,EJ Atlas,Asia,Central Asia,Republic of Kazakhstan
KEN,2007,EJ Events,0.9249937397079455,0.0074318744838976,%,EJ Atlas,Africa,Eastern Africa,Republic of Kenya
KEN,2012,EJ Events,0.91060963544444,0.0088633993743482,%,EJ Atlas,Africa,Eastern Africa,Republic of Kenya
KEN,2017,EJ Events,0.9033031814856353,0.0095913261050875,%,EJ Atlas,Africa,Eastern Africa,Republic of Kenya
KEN,2022,EJ Events,0.912161856774041,0.0087088224157516,%,EJ Atlas,Africa,Eastern Africa,Republic of Kenya
KGZ,2007,EJ Events,0.9749361541268231,0.0024772914946325,%,EJ Atlas,Asia,Central Asia,Kyrgyz Republic
KGZ,2012,EJ Events,0.973626733677478,0.0026068821689259,%,EJ Atlas,Asia,Central Asia,Kyrgyz Republic
KGZ,2017,EJ Events,0.9789002925744945,0.0020850708924103,%,EJ Atlas,Asia,Central Asia,Kyrgyz Republic
KGZ,2022,EJ Events,0.977012170454372,0.0022718667171525,%,EJ Atlas,Asia,Central Asia,Kyrgyz Republic
KHM,2007,EJ Events,0.9084008353057558,0.0090834021469859,%,EJ Atlas,Asia,South-eastern Asia,Kingdom of Cambodia
KHM,2012,EJ Events,0.8949164241375749,0.0104275286757038,%,EJ Atlas,Asia,South-eastern Asia,Kingdom of Cambodia
KHM,2017,EJ Events,0.9158635871526339,0.0083402835696413,%,EJ Atlas,Asia,South-eastern Asia,Kingdom of Cambodia
KHM,2022,EJ Events,0.9083600305434147,0.0090874668686103,%,EJ Atlas,Asia,South-eastern Asia,Kingdom of Cambodia
KIR,2007,EJ Events,0.9829626872572553,0.0016832878104553924,%,Estimated,Oceania,Micronesia,Republic of Kiribati
KIR,2012,EJ Events,0.9827481730841292,0.001704499879682304,%,Estimated,Oceania,Micronesia,Republic of Kiribati
KIR,2017,EJ Events,0.9852255914828539,0.0014595496246872,%,Estimated,Oceania,Micronesia,Republic of Kiribati
KIR,2022,EJ Events,0.9837852114505939,0.0016019573005562654,%,Estimated,Oceania,Micronesia,Republic of Kiribati
KNA,2007,EJ Events,0.9895491934683919,0.001032204789430175,%,Estimated,America,Caribbean,Saint Kitts and Nevis
KNA,2012,EJ Events,0.9920808080350397,0.000782064650677725,%,Estimated,America,Caribbean,Saint Kitts and Nevis
KNA,2017,EJ Events,0.9894446527152727,0.0010425354462051124,%,Estimated,America,Caribbean,Saint Kitts and Nevis
KNA,2022,EJ Events,0.9899364050987274,0.0009939416887541999,%,Estimated,America,Caribbean,Saint Kitts and Nevis
KOR,2007,EJ Events,0.9582613094190648,0.0041288191577208,%,EJ Atlas,Asia,Eastern Asia,Republic of Korea
KOR,2012,EJ Events,0.9630966226745915,0.0036496350364963,%,EJ Atlas,Asia,Eastern Asia,Republic of Korea
KOR,2017,EJ Events,0.9620521126031615,0.0037531276063386,%,EJ Atlas,Asia,Eastern Asia,Republic of Korea
KOR,2022,EJ Events,0.9655377884014673,0.0034078000757288,%,EJ Atlas,Asia,Eastern Asia,Republic of Korea
KWT,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Asia,Western Asia,State of Kuwait
KWT,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,Asia,Western Asia,State of Kuwait
KWT,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,Asia,Western Asia,State of Kuwait
KWT,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,Asia,Western Asia,State of Kuwait
LAO,2007,EJ Events,0.9749361541268231,0.0024772914946325,%,EJ Atlas,Asia,South-eastern Asia,Lao People's Democratic Republic
LAO,2012,EJ Events,0.9788958967989341,0.0020855057351407,%,EJ Atlas,Asia,South-eastern Asia,Lao People's Democratic Republic
LAO,2017,EJ Events,0.9704726998483054,0.0029190992493744,%,EJ Atlas,Asia,South-eastern Asia,Lao People's Democratic Republic
LAO,2022,EJ Events,0.9731859321189454,0.0026505111700113,%,EJ Atlas,Asia,South-eastern Asia,Lao People's Democratic Republic
LBN,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Asia,Western Asia,Lebanese Republic
LBN,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,Asia,Western Asia,Lebanese Republic
LBN,2017,EJ Events,0.9494343415643598,0.0050041701417848,%,EJ Atlas,Asia,Western Asia,Lebanese Republic
LBN,2022,EJ Events,0.9540763888692142,0.0045437334343051,%,EJ Atlas,Asia,Western Asia,Lebanese Republic
LBR,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Africa,Western Africa,Republic of Liberia
LBR,2012,EJ Events,0.9630966226745915,0.0036496350364963,%,EJ Atlas,Africa,Western Africa,Republic of Liberia
LBR,2017,EJ Events,0.9704726998483054,0.0029190992493744,%,EJ Atlas,Africa,Western Africa,Republic of Liberia
LBR,2022,EJ Events,0.9731859321189454,0.0026505111700113,%,EJ Atlas,Africa,Western Africa,Republic of Liberia
LBY,2007,EJ Events,0.9699308180095357,0.002972749793559,%,Estimated,Africa,Northern Africa,State of Libya
LBY,2012,EJ Events,0.9609919133645882,0.0038581856100103804,%,Estimated,Africa,Northern Africa,State of Libya
LBY,2017,EJ Events,0.9595273007579297,0.004003336113427821,%,Estimated,Africa,Northern Africa,State of Libya
LBY,2022,EJ Events,0.9617158808395851,0.00378644452858758,%,Estimated,Africa,Northern Africa,State of Libya
LCA,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,America,Caribbean,Saint Lucia
LCA,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,America,Caribbean,Saint Lucia
LCA,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,America,Caribbean,Saint Lucia
LCA,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,America,Caribbean,Saint Lucia
LIE,2007,EJ Events,0.9485469774042135,0.005092210294522366,%,Estimated,Europe,Western Europe,Principality of Liechtenstein
LIE,2012,EJ Events,0.9560826249059836,0.00434480361487655,%,Estimated,Europe,Western Europe,Principality of Liechtenstein
LIE,2017,EJ Events,0.9578444423982817,0.004170141784820633,%,Estimated,Europe,Western Europe,Principality of Liechtenstein
LIE,2022,EJ Events,0.9534400245210678,0.0046068408431149165,%,Estimated,Europe,Western Europe,Principality of Liechtenstein
LKA,2007,EJ Events,0.9333003952554917,0.0066061106523534,%,EJ Atlas,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LKA,2012,EJ Events,0.9158461131379909,0.008342022940563,%,EJ Atlas,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LKA,2017,EJ Events,0.8907583305045557,0.0108423686405337,%,EJ Atlas,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LKA,2022,EJ Events,0.893166978017732,0.0106020446800454,%,EJ Atlas,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka
LSO,2007,EJ Events,0.9832838809054443,0.0016515276630883,%,EJ Atlas,Africa,Southern Africa,Kingdom of Lesotho
LSO,2012,EJ Events,0.9894424525382657,0.0010427528675703,%,EJ Atlas,Africa,Southern Africa,Kingdom of Lesotho
LSO,2017,EJ Events,0.9915548424682641,0.0008340283569641,%,EJ Atlas,Africa,Southern Africa,Kingdom of Lesotho
LSO,2022,EJ Events,0.992331592463018,0.0007572889057175,%,EJ Atlas,Africa,Southern Africa,Kingdom of Lesotho
LTU,2007,EJ Events,1.0,0.0,%,EJ Atlas,Europe,Northern Europe,Republic of Lithuania
LTU,2012,EJ Events,1.0,0.0,%,EJ Atlas,Europe,Northern Europe,Republic of Lithuania
LTU,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,Europe,Northern Europe,Republic of Lithuania
LTU,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,Europe,Northern Europe,Republic of Lithuania
LUX,2007,EJ Events,0.9485469774042135,0.005092210294522366,%,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LUX,2012,EJ Events,0.9560826249059836,0.00434480361487655,%,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LUX,2017,EJ Events,0.9578444423982817,0.004170141784820633,%,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LUX,2022,EJ Events,0.9534400245210678,0.0046068408431149165,%,Estimated,Europe,Western Europe,Grand Duchy of Luxembourg
LVA,2007,EJ Events,0.9916384924079643,0.0008257638315441,%,EJ Atlas,Europe,Northern Europe,Republic of Latvia
LVA,2012,EJ Events,0.99471985087206,0.0005213764337851,%,EJ Atlas,Europe,Northern Europe,Republic of Latvia
LVA,2017,EJ Events,0.9957765411635009,0.000417014178482,%,EJ Atlas,Europe,Northern Europe,Republic of Latvia
LVA,2022,EJ Events,0.9961650706062528,0.0003786444528587,%,EJ Atlas,Europe,Northern Europe,Republic of Latvia
MAC,2007,EJ Events,0.9312230927007688,0.006812551610239425,%,Estimated,Asia,Eastern Asia,Macau SAR
