Region,Year,Indicator,Value,continent,UNregion,name_official,Normalized
TCA,2022,Mortality,92.61354545454546,America,Caribbean,Turks and Caicos Islands,0.8856632502250357
TCD,2007,Mortality,548.8199999999999,Africa,Middle Africa,Republic of Chad,0.21446541805823255
TCD,2012,Mortality,548.8199999999999,Africa,Middle Africa,Republic of Chad,0.21446541805823255
TCD,2017,Mortality,548.8199999999999,Africa,Middle Africa,Republic of Chad,0.21446541805823255
TCD,2022,Mortality,483.6,Africa,Middle Africa,Republic of Chad,0.3104209271873942
TGO,2007,Mortality,538.8299999999999,Africa,Western Africa,Togolese Republic,0.22916329503155863
TGO,2012,Mortality,538.8299999999999,Africa,Western Africa,Togolese Republic,0.22916329503155863
TGO,2017,Mortality,538.8299999999999,Africa,Western Africa,Togolese Republic,0.22916329503155863
TGO,2022,Mortality,451.24,Africa,Western Africa,Togolese Republic,0.35803086701290293
THA,2007,Mortality,117.8,Asia,South-eastern Asia,Kingdom of Thailand,0.8486074533978726
THA,2012,Mortality,117.8,Asia,South-eastern Asia,Kingdom of Thailand,0.8486074533978726
THA,2017,Mortality,117.8,Asia,South-eastern Asia,Kingdom of Thailand,0.8486074533978726
THA,2022,Mortality,92.29,Asia,South-eastern Asia,Kingdom of Thailand,0.8861392693728023
TJK,2007,Mortality,500.33,Asia,Central Asia,Republic of Tajikistan,0.28580676484868106
TJK,2012,Mortality,500.33,Asia,Central Asia,Republic of Tajikistan,0.28580676484868106
TJK,2017,Mortality,500.33,Asia,Central Asia,Republic of Tajikistan,0.28580676484868106
TJK,2022,Mortality,402.83000000000004,Asia,Central Asia,Republic of Tajikistan,0.42925451308684837
TKM,2007,Mortality,234.45,Asia,Central Asia,Turkmenistan,0.6769850961467728
TKM,2012,Mortality,234.45,Asia,Central Asia,Turkmenistan,0.6769850961467728
TKM,2017,Mortality,234.45,Asia,Central Asia,Turkmenistan,0.6769850961467728
TKM,2022,Mortality,177.07,Asia,Central Asia,Turkmenistan,0.7614059350586296
TLS,2007,Mortality,398.40999999999997,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.4357574776736454
TLS,2012,Mortality,398.40999999999997,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.4357574776736454
TLS,2017,Mortality,398.40999999999997,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.4357574776736454
TLS,2022,Mortality,373.37,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.4725978019391193
TON,2007,Mortality,161.12,Oceania,Polynesia,Kingdom of Tonga,0.7848725154114375
TON,2012,Mortality,161.12,Oceania,Polynesia,Kingdom of Tonga,0.7848725154114375
TON,2017,Mortality,161.12,Oceania,Polynesia,Kingdom of Tonga,0.7848725154114375
TON,2022,Mortality,103.68,Oceania,Polynesia,Kingdom of Tonga,0.8693816298606718
TTO,2007,Mortality,56.44,America,Caribbean,Republic of Trinidad and Tobago,0.9388839029557593
TTO,2012,Mortality,56.44,America,Caribbean,Republic of Trinidad and Tobago,0.9388839029557593
TTO,2017,Mortality,56.44,America,Caribbean,Republic of Trinidad and Tobago,0.9388839029557593
TTO,2022,Mortality,39.56,America,Caribbean,Republic of Trinidad and Tobago,0.9637187541379157
TUN,2007,Mortality,124.49000000000001,Africa,Northern Africa,Republic of Tunisia,0.8387647309802998
TUN,2012,Mortality,124.49000000000001,Africa,Northern Africa,Republic of Tunisia,0.8387647309802998
TUN,2017,Mortality,124.49000000000001,Africa,Northern Africa,Republic of Tunisia,0.8387647309802998
TUN,2022,Mortality,112.02,Africa,Northern Africa,Republic of Tunisia,0.8571113301652223
TUR,2007,Mortality,101.2,Asia,Western Asia,Republic of Türkiye,0.8730303520722682
TUR,2012,Mortality,101.2,Asia,Western Asia,Republic of Türkiye,0.8730303520722682
TUR,2017,Mortality,101.2,Asia,Western Asia,Republic of Türkiye,0.8730303520722682
TUR,2022,Mortality,90.62,Asia,Western Asia,Republic of Türkiye,0.8885962718298047
TUV,2007,Mortality,237.845,Oceania,Polynesia,Tuvalu,0.671990171990172
TUV,2012,Mortality,237.845,Oceania,Polynesia,Tuvalu,0.671990171990172
TUV,2017,Mortality,237.845,Oceania,Polynesia,Tuvalu,0.671990171990172
TUV,2022,Mortality,197.62,Oceania,Polynesia,Tuvalu,0.7311715635068928
TZA,2007,Mortality,305.75,Africa,Eastern Africa,United Republic of Tanzania,0.5720843325633744
TZA,2012,Mortality,305.75,Africa,Eastern Africa,United Republic of Tanzania,0.5720843325633744
TZA,2017,Mortality,305.75,Africa,Eastern Africa,United Republic of Tanzania,0.5720843325633744
TZA,2022,Mortality,259.81,Africa,Eastern Africa,United Republic of Tanzania,0.6396739690152864
UGA,2007,Mortality,396.23,Africa,Eastern Africa,Republic of Uganda,0.43896482219835514
UGA,2012,Mortality,396.23,Africa,Eastern Africa,Republic of Uganda,0.43896482219835514
UGA,2017,Mortality,396.23,Africa,Eastern Africa,Republic of Uganda,0.43896482219835514
UGA,2022,Mortality,329.84000000000003,Africa,Eastern Africa,Republic of Uganda,0.5366417043063749
UKR,2007,Mortality,214.35000000000002,Europe,Eastern Europe,Ukraine,0.7065574011681796
UKR,2012,Mortality,214.35000000000002,Europe,Eastern Europe,Ukraine,0.7065574011681796
UKR,2017,Mortality,214.35000000000002,Europe,Eastern Europe,Ukraine,0.7065574011681796
UKR,2022,Mortality,155.64,Europe,Eastern Europe,Ukraine,0.7929350144919007
URY,2007,Mortality,41.489999999999995,America,South America,Oriental Republic of Uruguay,0.9608792243522782
URY,2012,Mortality,41.489999999999995,America,South America,Oriental Republic of Uruguay,0.9608792243522782
URY,2017,Mortality,41.489999999999995,America,South America,Oriental Republic of Uruguay,0.9608792243522782
URY,2022,Mortality,32.36,America,South America,Oriental Republic of Uruguay,0.9743118186231958
USA,2007,Mortality,38.45,America,Northern America,United States of America,0.9653518515793964
USA,2012,Mortality,38.45,America,Northern America,United States of America,0.9653518515793964
USA,2017,Mortality,38.45,America,Northern America,United States of America,0.9653518515793964
USA,2022,Mortality,28.44,America,Northern America,United States of America,0.9800791537318483
UZB,2007,Mortality,355.75,Asia,Central Asia,Republic of Uzbekistan,0.49852138474892965
UZB,2012,Mortality,355.75,Asia,Central Asia,Republic of Uzbekistan,0.49852138474892965
UZB,2017,Mortality,355.75,Asia,Central Asia,Republic of Uzbekistan,0.49852138474892965
UZB,2022,Mortality,307.98,Asia,Central Asia,Republic of Uzbekistan,0.5688034250908502
VCT,2007,Mortality,81.50999999999999,America,Caribbean,Saint Vincent and the Grenadines,0.9019994409215966
VCT,2012,Mortality,81.50999999999999,America,Caribbean,Saint Vincent and the Grenadines,0.9019994409215966
VCT,2017,Mortality,81.50999999999999,America,Caribbean,Saint Vincent and the Grenadines,0.9019994409215966
VCT,2022,Mortality,71.0,America,Caribbean,Saint Vincent and the Grenadines,0.9174623725521929
VEN,2007,Mortality,91.82,America,South America,Bolivarian Republic of Venezuela,0.886830761082258
VEN,2012,Mortality,91.82,America,South America,Bolivarian Republic of Venezuela,0.886830761082258
VEN,2017,Mortality,91.82,America,South America,Bolivarian Republic of Venezuela,0.886830761082258
VEN,2022,Mortality,79.27,America,South America,Bolivarian Republic of Venezuela,0.9052950609836837
VGB,2007,Mortality,96.99272727272728,America,Caribbean,British Virgin Islands,0.8792203397538182
VGB,2012,Mortality,96.99272727272728,America,Caribbean,British Virgin Islands,0.8792203397538182
VGB,2017,Mortality,96.99272727272728,America,Caribbean,British Virgin Islands,0.8792203397538182
VGB,2022,Mortality,92.61354545454546,America,Caribbean,British Virgin Islands,0.8856632502250357
VIR,2007,Mortality,96.99272727272728,America,Caribbean,Virgin Islands of the United States,0.8792203397538182
VIR,2012,Mortality,96.99272727272728,America,Caribbean,Virgin Islands of the United States,0.8792203397538182
VIR,2017,Mortality,96.99272727272728,America,Caribbean,Virgin Islands of the United States,0.8792203397538182
VIR,2022,Mortality,92.61354545454546,America,Caribbean,Virgin Islands of the United States,0.8856632502250357
VNM,2007,Mortality,250.17,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.6538569053539114
VNM,2012,Mortality,250.17,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.6538569053539114
VNM,2017,Mortality,250.17,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.6538569053539114
VNM,2022,Mortality,132.37,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.8271712104047433
VUT,2007,Mortality,528.76,Oceania,Melanesia,Republic of Vanuatu,0.24397887272138774
VUT,2012,Mortality,528.76,Oceania,Melanesia,Republic of Vanuatu,0.24397887272138774
VUT,2017,Mortality,528.76,Oceania,Melanesia,Republic of Vanuatu,0.24397887272138774
VUT,2022,Mortality,521.9300000000001,Oceania,Melanesia,Republic of Vanuatu,0.25402757139284077
WSM,2007,Mortality,314.57,Oceania,Polynesia,Independent State of Samoa,0.5591078285689064
WSM,2012,Mortality,314.57,Oceania,Polynesia,Independent State of Samoa,0.5591078285689064
WSM,2017,Mortality,314.57,Oceania,Polynesia,Independent State of Samoa,0.5591078285689064
WSM,2022,Mortality,291.56,Oceania,Polynesia,Independent State of Samoa,0.592961497153114
XKX,2007,Mortality,127.645,Europe,Southern Europe,Republic of Kosovo,0.8341229089732084
XKX,2012,Mortality,127.645,Europe,Southern Europe,Republic of Kosovo,0.8341229089732084
XKX,2017,Mortality,127.645,Europe,Southern Europe,Republic of Kosovo,0.8341229089732084
XKX,2022,Mortality,103.1675,Europe,Southern Europe,Republic of Kosovo,0.8701356500757698
YEM,2007,Mortality,382.39,Asia,Western Asia,Republic of Yemen,0.4593270461533935
YEM,2012,Mortality,382.39,Asia,Western Asia,Republic of Yemen,0.4593270461533935
YEM,2017,Mortality,382.39,Asia,Western Asia,Republic of Yemen,0.4593270461533935
YEM,2022,Mortality,380.99,Asia,Western Asia,Republic of Yemen,0.4613868086921979
ZAF,2007,Mortality,244.16,Africa,Southern Africa,Republic of South Africa,0.6626991716812076
ZAF,2012,Mortality,244.16,Africa,Southern Africa,Republic of South Africa,0.6626991716812076
ZAF,2017,Mortality,244.16,Africa,Southern Africa,Republic of South Africa,0.6626991716812076
ZAF,2022,Mortality,147.93,Africa,Southern Africa,Republic of South Africa,0.8042784210448881
ZMB,2007,Mortality,418.02,Africa,Eastern Africa,Republic of Zambia,0.40690608954082014
ZMB,2012,Mortality,418.02,Africa,Eastern Africa,Republic of Zambia,0.40690608954082014
ZMB,2017,Mortality,418.02,Africa,Eastern Africa,Republic of Zambia,0.40690608954082014
ZMB,2022,Mortality,353.0,Africa,Eastern Africa,Republic of Zambia,0.5025673468787242
ZWE,2007,Mortality,477.53,Africa,Eastern Africa,Republic of Zimbabwe,0.3193514690520679
ZWE,2012,Mortality,477.53,Africa,Eastern Africa,Republic of Zimbabwe,0.3193514690520679
ZWE,2017,Mortality,477.53,Africa,Eastern Africa,Republic of Zimbabwe,0.3193514690520679
ZWE,2022,Mortality,383.75,Africa,Eastern Africa,Republic of Zimbabwe,0.45732613397284055
