Region,Year,Indicator,Value,continent,UNregion,name_official,Normalized
LIE,2022,Mortality,26.76142857142857,Europe,Western Europe,Principality of Liechtenstein,0.9825487669799046
LKA,2007,Mortality,233.23,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka,0.6787800320734452
LKA,2012,Mortality,233.23,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka,0.6787800320734452
LKA,2017,Mortality,233.23,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka,0.6787800320734452
LKA,2022,Mortality,183.58,Asia,Southern Asia,Democratic Socialist Republic of Sri Lanka,0.7518280392531889
LSO,2007,Mortality,639.6,Africa,Southern Africa,Kingdom of Lesotho,0.08090453000632641
LSO,2012,Mortality,639.6,Africa,Southern Africa,Kingdom of Lesotho,0.08090453000632641
LSO,2017,Mortality,639.6,Africa,Southern Africa,Kingdom of Lesotho,0.08090453000632641
LSO,2022,Mortality,581.1700000000001,Africa,Southern Africa,Kingdom of Lesotho,0.16687019082228655
LTU,2007,Mortality,111.64,Europe,Northern Europe,Republic of Lithuania,0.8576704085686122
LTU,2012,Mortality,111.64,Europe,Northern Europe,Republic of Lithuania,0.8576704085686122
LTU,2017,Mortality,111.64,Europe,Northern Europe,Republic of Lithuania,0.8576704085686122
LTU,2022,Mortality,77.52,Europe,Northern Europe,Republic of Lithuania,0.9078697641571893
LUX,2007,Mortality,38.26,Europe,Western Europe,Grand Duchy of Luxembourg,0.9656313907810914
LUX,2012,Mortality,38.26,Europe,Western Europe,Grand Duchy of Luxembourg,0.9656313907810914
LUX,2017,Mortality,38.26,Europe,Western Europe,Grand Duchy of Luxembourg,0.9656313907810914
LUX,2022,Mortality,25.02,Europe,Western Europe,Grand Duchy of Luxembourg,0.9851108593623563
LVA,2007,Mortality,120.64000000000001,Europe,Northern Europe,Republic of Latvia,0.844429077962012
LVA,2012,Mortality,120.64000000000001,Europe,Northern Europe,Republic of Latvia,0.844429077962012
LVA,2017,Mortality,120.64000000000001,Europe,Northern Europe,Republic of Latvia,0.844429077962012
LVA,2022,Mortality,80.22,Europe,Northern Europe,Republic of Latvia,0.9038973649752092
MAC,2007,Mortality,291.4,Asia,Eastern Asia,Macau SAR,0.5931968985861201
MAC,2012,Mortality,291.4,Asia,Eastern Asia,Macau SAR,0.5931968985861201
MAC,2017,Mortality,291.4,Asia,Eastern Asia,Macau SAR,0.5931968985861201
MAC,2022,Mortality,220.946,Asia,Eastern Asia,Macau SAR,0.696852977092498
MAF,2007,Mortality,96.99272727272728,America,Caribbean,Saint-Martin (French part),0.8792203397538182
MAF,2012,Mortality,96.99272727272728,America,Caribbean,Saint-Martin (French part),0.8792203397538182
MAF,2017,Mortality,96.99272727272728,America,Caribbean,Saint-Martin (French part),0.8792203397538182
MAF,2022,Mortality,92.61354545454546,America,Caribbean,Saint-Martin (French part),0.8856632502250357
MAR,2007,Mortality,138.04,Africa,Northern Africa,Kingdom of Morocco,0.8188291721225853
MAR,2012,Mortality,138.04,Africa,Northern Africa,Kingdom of Morocco,0.8188291721225853
MAR,2017,Mortality,138.04,Africa,Northern Africa,Kingdom of Morocco,0.8188291721225853
MAR,2022,Mortality,132.33,Africa,Northern Africa,Kingdom of Morocco,0.8272300607629948
MCO,2007,Mortality,41.26428571428572,Europe,Western Europe,Principality of Monaco,0.9612113085166977
MCO,2012,Mortality,41.26428571428572,Europe,Western Europe,Principality of Monaco,0.9612113085166977
MCO,2017,Mortality,41.26428571428572,Europe,Western Europe,Principality of Monaco,0.9612113085166977
MCO,2022,Mortality,26.76142857142857,Europe,Western Europe,Principality of Monaco,0.9825487669799046
MDA,2007,Mortality,249.20999999999998,Europe,Eastern Europe,Republic of Moldova,0.6552693139519488
MDA,2012,Mortality,249.20999999999998,Europe,Eastern Europe,Republic of Moldova,0.6552693139519488
MDA,2017,Mortality,249.20999999999998,Europe,Eastern Europe,Republic of Moldova,0.6552693139519488
MDA,2022,Mortality,133.31,Europe,Eastern Europe,Republic of Moldova,0.8257882269858317
MDG,2007,Mortality,473.8,Africa,Eastern Africa,Republic of Madagascar,0.32483926495902543
MDG,2012,Mortality,473.8,Africa,Eastern Africa,Republic of Madagascar,0.32483926495902543
MDG,2017,Mortality,473.8,Africa,Eastern Africa,Republic of Madagascar,0.32483926495902543
MDG,2022,Mortality,418.82,Africa,Eastern Africa,Republic of Madagascar,0.405729082375789
MDV,2007,Mortality,107.05000000000001,Asia,Southern Asia,Republic of Maldives,0.8644234871779781
MDV,2012,Mortality,107.05000000000001,Asia,Southern Asia,Republic of Maldives,0.8644234871779781
MDV,2017,Mortality,107.05000000000001,Asia,Southern Asia,Republic of Maldives,0.8644234871779781
MDV,2022,Mortality,63.55,Asia,Southern Asia,Republic of Maldives,0.9284232517765453
MEX,2007,Mortality,94.7,America,Central America,United Mexican States,0.882593535288146
MEX,2012,Mortality,94.7,America,Central America,United Mexican States,0.882593535288146
MEX,2017,Mortality,94.7,America,Central America,United Mexican States,0.882593535288146
MEX,2022,Mortality,90.52,America,Central America,United Mexican States,0.8887433977254336
MHL,2007,Mortality,522.49,Oceania,Micronesia,Republic of the Marshall Islands,0.25320366637731906
MHL,2012,Mortality,522.49,Oceania,Micronesia,Republic of the Marshall Islands,0.25320366637731906
MHL,2017,Mortality,522.49,Oceania,Micronesia,Republic of the Marshall Islands,0.25320366637731906
MHL,2022,Mortality,502.32,Oceania,Micronesia,Republic of the Marshall Islands,0.28287895952566616
MKD,2007,Mortality,246.18,Europe,Southern Europe,Republic of North Macedonia,0.6597272285895041
MKD,2012,Mortality,246.18,Europe,Southern Europe,Republic of North Macedonia,0.6597272285895041
MKD,2017,Mortality,246.18,Europe,Southern Europe,Republic of North Macedonia,0.6597272285895041
MKD,2022,Mortality,191.16,Europe,Southern Europe,Republic of North Macedonia,0.7406758963645191
MLI,2007,Mortality,391.23,Africa,Western Africa,Republic of Mali,0.4463211169797996
MLI,2012,Mortality,391.23,Africa,Western Africa,Republic of Mali,0.4463211169797996
MLI,2017,Mortality,391.23,Africa,Western Africa,Republic of Mali,0.4463211169797996
MLI,2022,Mortality,348.56,Africa,Western Africa,Republic of Mali,0.5090997366446468
MLT,2007,Mortality,62.04,Europe,Southern Europe,Republic of Malta,0.9306448528005414
MLT,2012,Mortality,62.04,Europe,Southern Europe,Republic of Malta,0.9306448528005414
MLT,2017,Mortality,62.04,Europe,Southern Europe,Republic of Malta,0.9306448528005414
MLT,2022,Mortality,41.86,Europe,Southern Europe,Republic of Malta,0.9603348585384514
MMR,2007,Mortality,452.8,Asia,South-eastern Asia,Republic of the Union of Myanmar,0.35573570304109225
MMR,2012,Mortality,452.8,Asia,South-eastern Asia,Republic of the Union of Myanmar,0.35573570304109225
MMR,2017,Mortality,452.8,Asia,South-eastern Asia,Republic of the Union of Myanmar,0.35573570304109225
MMR,2022,Mortality,355.99,Asia,South-eastern Asia,Republic of the Union of Myanmar,0.4981682825994203
MNE,2007,Mortality,256.97,Europe,Southern Europe,Montenegro,0.6438523444511468
MNE,2012,Mortality,256.97,Europe,Southern Europe,Montenegro,0.6438523444511468
MNE,2017,Mortality,256.97,Europe,Southern Europe,Montenegro,0.6438523444511468
MNE,2022,Mortality,229.81,Europe,Southern Europe,Montenegro,0.6838117377039533
MNG,2007,Mortality,563.22,Asia,Eastern Asia,Mongolia,0.1932792890876723
MNG,2012,Mortality,563.22,Asia,Eastern Asia,Mongolia,0.1932792890876723
MNG,2017,Mortality,563.22,Asia,Eastern Asia,Mongolia,0.1932792890876723
MNG,2022,Mortality,430.83,Asia,Eastern Asia,Mongolia,0.3880592623107594
MNP,2007,Mortality,522.49,Oceania,Micronesia,Northern Mariana Islands,0.25320366637731906
MNP,2012,Mortality,522.49,Oceania,Micronesia,Northern Mariana Islands,0.25320366637731906
MNP,2017,Mortality,522.49,Oceania,Micronesia,Northern Mariana Islands,0.25320366637731906
MNP,2022,Mortality,502.32,Oceania,Micronesia,Northern Mariana Islands,0.28287895952566616
MOZ,2007,Mortality,511.38,Africa,Eastern Africa,Republic of Mozambique,0.2695493533816887
MOZ,2012,Mortality,511.38,Africa,Eastern Africa,Republic of Mozambique,0.2695493533816887
MOZ,2017,Mortality,511.38,Africa,Eastern Africa,Republic of Mozambique,0.2695493533816887
MOZ,2022,Mortality,459.8,Africa,Eastern Africa,Republic of Mozambique,0.34543689034707
MRT,2007,Mortality,270.75,Africa,Western Africa,Islamic Republic of Mauritania,0.6235783960334859
MRT,2012,Mortality,270.75,Africa,Western Africa,Islamic Republic of Mauritania,0.6235783960334859
MRT,2017,Mortality,270.75,Africa,Western Africa,Islamic Republic of Mauritania,0.6235783960334859
MRT,2022,Mortality,259.35,Africa,Western Africa,Islamic Republic of Mauritania,0.6403507481351792
MUS,2007,Mortality,73.2,Africa,Eastern Africa,Republic of Mauritius,0.9142256028483573
MUS,2012,Mortality,73.2,Africa,Eastern Africa,Republic of Mauritius,0.9142256028483573
MUS,2017,Mortality,73.2,Africa,Eastern Africa,Republic of Mauritius,0.9142256028483573
MUS,2022,Mortality,62.32,Africa,Eastern Africa,Republic of Mauritius,0.9302329002927804
MWI,2007,Mortality,405.18,Africa,Eastern Africa,Republic of Malawi,0.4257970545395695
MWI,2012,Mortality,405.18,Africa,Eastern Africa,Republic of Malawi,0.4257970545395695
MWI,2017,Mortality,405.18,Africa,Eastern Africa,Republic of Malawi,0.4257970545395695
MWI,2022,Mortality,299.78999999999996,Africa,Eastern Africa,Republic of Malawi,0.5808530359428563
MYS,2007,Mortality,150.13,Asia,South-eastern Asia,Malaysia,0.8010416513410525
MYS,2012,Mortality,150.13,Asia,South-eastern Asia,Malaysia,0.8010416513410525
MYS,2017,Mortality,150.13,Asia,South-eastern Asia,Malaysia,0.8010416513410525
MYS,2022,Mortality,159.92,Asia,South-eastern Asia,Malaysia,0.7866380261589843
NAM,2007,Mortality,343.04,Africa,Southern Africa,Republic of Namibia,0.5172210860833615
NAM,2012,Mortality,343.04,Africa,Southern Africa,Republic of Namibia,0.5172210860833615
NAM,2017,Mortality,343.04,Africa,Southern Africa,Republic of Namibia,0.5172210860833615
NAM,2022,Mortality,286.23,Africa,Southern Africa,Republic of Namibia,0.6008033073901337
NCL,2007,Mortality,449.2275,Oceania,Melanesia,New Caledonia,0.36099177566243434
NCL,2012,Mortality,449.2275,Oceania,Melanesia,New Caledonia,0.36099177566243434
NCL,2017,Mortality,449.2275,Oceania,Melanesia,New Caledonia,0.36099177566243434
NCL,2022,Mortality,427.52750000000003,Oceania,Melanesia,New Caledonia,0.39291809501390335
NER,2007,Mortality,490.51,Africa,Western Africa,Republic of Niger,0.300254527799438
NER,2012,Mortality,490.51,Africa,Western Africa,Republic of Niger,0.300254527799438
NER,2017,Mortality,490.51,Africa,Western Africa,Republic of Niger,0.300254527799438
NER,2022,Mortality,440.03,Africa,Western Africa,Republic of Niger,0.37452367991290153
NGA,2007,Mortality,419.66,Africa,Western Africa,Federal Republic of Nigeria,0.4044932248525063
NGA,2012,Mortality,419.66,Africa,Western Africa,Federal Republic of Nigeria,0.4044932248525063
NGA,2017,Mortality,419.66,Africa,Western Africa,Federal Republic of Nigeria,0.4044932248525063
NGA,2022,Mortality,350.01,Africa,Western Africa,Federal Republic of Nigeria,0.506966411158028
NIC,2007,Mortality,203.37,America,Central America,Republic of Nicaragua,0.7227118245082317
NIC,2012,Mortality,203.37,America,Central America,Republic of Nicaragua,0.7227118245082317
NIC,2017,Mortality,203.37,America,Central America,Republic of Nicaragua,0.7227118245082317
NIC,2022,Mortality,170.14,America,Central America,Republic of Nicaragua,0.7716017596257118
NLD,2007,Mortality,42.58,Europe,Western Europe,Kingdom of the Netherlands,0.9592755520899232
NLD,2012,Mortality,42.58,Europe,Western Europe,Kingdom of the Netherlands,0.9592755520899232
NLD,2017,Mortality,42.58,Europe,Western Europe,Kingdom of the Netherlands,0.9592755520899232
NLD,2022,Mortality,26.3,Europe,Western Europe,Kingdom of the Netherlands,0.9832276478983066
NOR,2007,Mortality,28.479999999999997,Europe,Northern Europe,Kingdom of Norway,0.9800203033735967
NOR,2012,Mortality,28.479999999999997,Europe,Northern Europe,Kingdom of Norway,0.9800203033735967
NOR,2017,Mortality,28.479999999999997,Europe,Northern Europe,Kingdom of Norway,0.9800203033735967
NOR,2022,Mortality,15.73,Europe,Northern Europe,Kingdom of Norway,0.9987788550662802
NPL,2007,Mortality,364.21,Asia,Southern Asia,Federal Democratic Republic of Nepal,0.48607453397872563
NPL,2012,Mortality,364.21,Asia,Southern Asia,Federal Democratic Republic of Nepal,0.48607453397872563
NPL,2017,Mortality,364.21,Asia,Southern Asia,Federal Democratic Republic of Nepal,0.48607453397872563
NPL,2022,Mortality,359.0,Asia,Southern Asia,Federal Democratic Republic of Nepal,0.49373979314099076
NRU,2007,Mortality,237.845,Oceania,Polynesia,Republic of Nauru,0.671990171990172
NRU,2012,Mortality,237.845,Oceania,Polynesia,Republic of Nauru,0.671990171990172
NRU,2017,Mortality,237.845,Oceania,Polynesia,Republic of Nauru,0.671990171990172
NRU,2022,Mortality,197.62,Oceania,Polynesia,Republic of Nauru,0.7311715635068928
NZL,2007,Mortality,33.23,Oceania,Australia and New Zealand,New Zealand,0.9730318233312245
NZL,2012,Mortality,33.23,Oceania,Australia and New Zealand,New Zealand,0.9730318233312245
NZL,2017,Mortality,33.23,Oceania,Australia and New Zealand,New Zealand,0.9730318233312245
NZL,2022,Mortality,24.46,Oceania,Australia and New Zealand,New Zealand,0.9859347643778781
OMN,2007,Mortality,251.39,Asia,Western Asia,Sultanate of Oman,0.6520619694272389
OMN,2012,Mortality,251.39,Asia,Western Asia,Sultanate of Oman,0.6520619694272389
OMN,2017,Mortality,251.39,Asia,Western Asia,Sultanate of Oman,0.6520619694272389
OMN,2022,Mortality,208.17,Asia,Western Asia,Sultanate of Oman,0.715649781518045
PAK,2007,Mortality,479.41999999999996,Asia,Southern Asia,Islamic Republic of Pakistan,0.31657078962468194
PAK,2012,Mortality,479.41999999999996,Asia,Southern Asia,Islamic Republic of Pakistan,0.31657078962468194
PAK,2017,Mortality,479.41999999999996,Asia,Southern Asia,Islamic Republic of Pakistan,0.31657078962468194
PAK,2022,Mortality,389.16999999999996,Asia,Southern Asia,Islamic Republic of Pakistan,0.4493519104297548
PAN,2007,Mortality,50.510000000000005,America,Central America,Republic of Panama,0.9476084685665523
PAN,2012,Mortality,50.510000000000005,America,Central America,Republic of Panama,0.9476084685665523
PAN,2017,Mortality,50.510000000000005,America,Central America,Republic of Panama,0.9476084685665523
PAN,2022,Mortality,34.66,America,Central America,Republic of Panama,0.9709279230237314
PER,2007,Mortality,116.9,America,South America,Republic of Peru,0.8499315864585326
PER,2012,Mortality,116.9,America,South America,Republic of Peru,0.8499315864585326
PER,2017,Mortality,116.9,America,South America,Republic of Peru,0.8499315864585326
PER,2022,Mortality,77.38,America,South America,Republic of Peru,0.9080757404110698
PHL,2007,Mortality,390.36,Asia,South-eastern Asia,Republic of the Philippines,0.44760111227177096
PHL,2012,Mortality,390.36,Asia,South-eastern Asia,Republic of the Philippines,0.44760111227177096
PHL,2017,Mortality,390.36,Asia,South-eastern Asia,Republic of the Philippines,0.44760111227177096
PHL,2022,Mortality,409.24,Asia,South-eastern Asia,Republic of the Philippines,0.4198237431770366
PLW,2007,Mortality,522.49,Oceania,Micronesia,Republic of Palau,0.25320366637731906
PLW,2012,Mortality,522.49,Oceania,Micronesia,Republic of Palau,0.25320366637731906
PLW,2017,Mortality,522.49,Oceania,Micronesia,Republic of Palau,0.25320366637731906
PLW,2022,Mortality,502.32,Oceania,Micronesia,Republic of Palau,0.28287895952566616
PNG,2007,Mortality,384.59000000000003,Oceania,Melanesia,Independent State of Papua New Guinea,0.45609027644955785
PNG,2012,Mortality,384.59000000000003,Oceania,Melanesia,Independent State of Papua New Guinea,0.45609027644955785
PNG,2017,Mortality,384.59000000000003,Oceania,Melanesia,Independent State of Papua New Guinea,0.45609027644955785
PNG,2022,Mortality,381.21,Oceania,Melanesia,Independent State of Papua New Guinea,0.4610631317218144
POL,2007,Mortality,115.84,Europe,Eastern Europe,Republic of Poland,0.8514911209521987
POL,2012,Mortality,115.84,Europe,Eastern Europe,Republic of Poland,0.8514911209521987
POL,2017,Mortality,115.84,Europe,Eastern Europe,Republic of Poland,0.8514911209521987
POL,2022,Mortality,81.86,Europe,Eastern Europe,Republic of Poland,0.9014845002868954
PRI,2007,Mortality,96.99272727272728,America,Caribbean,Puerto Rico,0.8792203397538182
PRI,2012,Mortality,96.99272727272728,America,Caribbean,Puerto Rico,0.8792203397538182
PRI,2017,Mortality,96.99272727272728,America,Caribbean,Puerto Rico,0.8792203397538182
PRI,2022,Mortality,92.61354545454546,America,Caribbean,Puerto Rico,0.8856632502250357
PRK,2007,Mortality,508.03000000000003,Asia,Eastern Asia,Democratic People's Republic of Korea,0.2744780708852565
PRK,2012,Mortality,508.03000000000003,Asia,Eastern Asia,Democratic People's Republic of Korea,0.2744780708852565
PRK,2017,Mortality,508.03000000000003,Asia,Eastern Asia,Democratic People's Republic of Korea,0.2744780708852565
PRK,2022,Mortality,426.17999999999995,Asia,Eastern Asia,Democratic People's Republic of Korea,0.3949006164575028
PRT,2007,Mortality,36.07000000000001,Europe,Southern Europe,Portuguese Republic,0.968853447895364
PRT,2012,Mortality,36.07000000000001,Europe,Southern Europe,Portuguese Republic,0.968853447895364
PRT,2017,Mortality,36.07000000000001,Europe,Southern Europe,Portuguese Republic,0.968853447895364
PRT,2022,Mortality,20.0,Europe,Southern Europe,Portuguese Republic,0.9924965793229266
PRY,2007,Mortality,150.68,America,South America,Republic of Paraguay,0.8002324589150936
PRY,2012,Mortality,150.68,America,South America,Republic of Paraguay,0.8002324589150936
PRY,2017,Mortality,150.68,America,South America,Republic of Paraguay,0.8002324589150936
PRY,2022,Mortality,111.24,America,South America,Republic of Paraguay,0.8582589121511277
PSE,2007,Mortality,185.97812499999998,Asia,Western Asia,State of Palestine,0.7482997763686386
PSE,2012,Mortality,185.97812499999998,Asia,Western Asia,State of Palestine,0.7482997763686386
PSE,2017,Mortality,185.97812499999998,Asia,Western Asia,State of Palestine,0.7482997763686386
PSE,2022,Mortality,156.26375000000002,Asia,Western Asia,State of Palestine,0.7920173167179155
PYF,2007,Mortality,237.845,Oceania,Polynesia,French Polynesia,0.671990171990172
PYF,2012,Mortality,237.845,Oceania,Polynesia,French Polynesia,0.671990171990172
PYF,2017,Mortality,237.845,Oceania,Polynesia,French Polynesia,0.671990171990172
PYF,2022,Mortality,197.62,Oceania,Polynesia,French Polynesia,0.7311715635068928
QAT,2007,Mortality,225.95999999999998,Asia,Western Asia,State of Qatar,0.6894760846856656
QAT,2012,Mortality,225.95999999999998,Asia,Western Asia,State of Qatar,0.6894760846856656
QAT,2017,Mortality,225.95999999999998,Asia,Western Asia,State of Qatar,0.6894760846856656
QAT,2022,Mortality,181.63,Asia,Western Asia,State of Qatar,0.7546969942179523
ROU,2007,Mortality,128.2,Europe,Eastern Europe,Romania,0.8333063602524681
ROU,2012,Mortality,128.2,Europe,Eastern Europe,Romania,0.8333063602524681
ROU,2017,Mortality,128.2,Europe,Eastern Europe,Romania,0.8333063602524681
ROU,2022,Mortality,91.94999999999999,Europe,Eastern Europe,Romania,0.8866394974179406
RUS,2007,Mortality,161.66,Europe,Eastern Europe,Russian Federation,0.7840780355750416
RUS,2012,Mortality,161.66,Europe,Eastern Europe,Russian Federation,0.7840780355750416
RUS,2017,Mortality,161.66,Europe,Eastern Europe,Russian Federation,0.7840780355750416
RUS,2022,Mortality,160.72,Europe,Eastern Europe,Russian Federation,0.785461018993953
RWA,2007,Mortality,390.02,Africa,Eastern Africa,Republic of Rwanda,0.44810134031690924
RWA,2012,Mortality,390.02,Africa,Eastern Africa,Republic of Rwanda,0.44810134031690924
RWA,2017,Mortality,390.02,Africa,Eastern Africa,Republic of Rwanda,0.44810134031690924
RWA,2022,Mortality,333.81,Africa,Eastern Africa,Republic of Rwanda,0.530800806249908
SAU,2007,Mortality,226.57,Asia,Western Asia,Kingdom of Saudi Arabia,0.6885786167223293
SAU,2012,Mortality,226.57,Asia,Western Asia,Kingdom of Saudi Arabia,0.6885786167223293
SAU,2017,Mortality,226.57,Asia,Western Asia,Kingdom of Saudi Arabia,0.6885786167223293
SAU,2022,Mortality,182.34,Asia,Western Asia,Kingdom of Saudi Arabia,0.7536524003589872
SDN,2007,Mortality,369.92,Africa,Northern Africa,Republic of the Sudan,0.47767364533831597
SDN,2012,Mortality,369.92,Africa,Northern Africa,Republic of the Sudan,0.47767364533831597
SDN,2017,Mortality,369.92,Africa,Northern Africa,Republic of the Sudan,0.47767364533831597
SDN,2022,Mortality,286.03999999999996,Africa,Northern Africa,Republic of the Sudan,0.6010828465918286
SEN,2007,Mortality,324.65000000000003,Africa,Western Africa,Republic of Senegal,0.5442775382895143
SEN,2012,Mortality,324.65000000000003,Africa,Western Africa,Republic of Senegal,0.5442775382895143
SEN,2017,Mortality,324.65000000000003,Africa,Western Africa,Republic of Senegal,0.5442775382895143
SEN,2022,Mortality,292.0,Africa,Western Africa,Republic of Senegal,0.5923141432123468
SGP,2007,Mortality,62.84,Asia,South-eastern Asia,Republic of Singapore,0.9294678456355102
SGP,2012,Mortality,62.84,Asia,South-eastern Asia,Republic of Singapore,0.9294678456355102
SGP,2017,Mortality,62.84,Asia,South-eastern Asia,Republic of Singapore,0.9294678456355102
SGP,2022,Mortality,46.83,Asia,South-eastern Asia,Republic of Singapore,0.9530227015256955
SLB,2007,Mortality,595.38,Oceania,Melanesia,Solomon Islands,0.14596360105342146
SLB,2012,Mortality,595.38,Oceania,Melanesia,Solomon Islands,0.14596360105342146
SLB,2017,Mortality,595.38,Oceania,Melanesia,Solomon Islands,0.14596360105342146
SLB,2022,Mortality,563.99,Oceania,Melanesia,Solomon Islands,0.1921464196913299
SLE,2007,Mortality,562.59,Africa,Western Africa,Republic of Sierra Leone,0.1942061822301343
SLE,2012,Mortality,562.59,Africa,Western Africa,Republic of Sierra Leone,0.1942061822301343
SLE,2017,Mortality,562.59,Africa,Western Africa,Republic of Sierra Leone,0.1942061822301343
SLE,2022,Mortality,484.21999999999997,Africa,Western Africa,Republic of Sierra Leone,0.3095087466344952
SLV,2007,Mortality,117.43,America,Central America,Republic of El Salvador,0.8491518192116995
SLV,2012,Mortality,117.43,America,Central America,Republic of El Salvador,0.8491518192116995
SLV,2017,Mortality,117.43,America,Central America,Republic of El Salvador,0.8491518192116995
SLV,2022,Mortality,80.78,America,Central America,Republic of El Salvador,0.9030734599596876
SMR,2007,Mortality,127.645,Europe,Southern Europe,Republic of San Marino,0.8341229089732084
SMR,2012,Mortality,127.645,Europe,Southern Europe,Republic of San Marino,0.8341229089732084
SMR,2017,Mortality,127.645,Europe,Southern Europe,Republic of San Marino,0.8341229089732084
SMR,2022,Mortality,103.1675,Europe,Southern Europe,Republic of San Marino,0.8701356500757698
SOM,2007,Mortality,559.79,Africa,Eastern Africa,Federal Republic of Somalia,0.19832570730774332
SOM,2012,Mortality,559.79,Africa,Eastern Africa,Federal Republic of Somalia,0.19832570730774332
SOM,2017,Mortality,559.79,Africa,Eastern Africa,Federal Republic of Somalia,0.19832570730774332
SOM,2022,Mortality,495.85,Africa,Eastern Africa,Federal Republic of Somalia,0.2923980049728553
SRB,2007,Mortality,201.22,Europe,Southern Europe,Republic of Serbia,0.7258750312642528
SRB,2012,Mortality,201.22,Europe,Southern Europe,Republic of Serbia,0.7258750312642528
SRB,2017,Mortality,201.22,Europe,Southern Europe,Republic of Serbia,0.7258750312642528
SRB,2022,Mortality,143.76,Europe,Southern Europe,Republic of Serbia,0.8104135708926128
SSD,2007,Mortality,289.25,Africa,Eastern Africa,Republic of South Sudan,0.5963601053421412
SSD,2012,Mortality,289.25,Africa,Eastern Africa,Republic of South Sudan,0.5963601053421412
SSD,2017,Mortality,289.25,Africa,Eastern Africa,Republic of South Sudan,0.5963601053421412
SSD,2022,Mortality,288.79,Africa,Eastern Africa,Republic of South Sudan,0.5970368844620342
STP,2007,Mortality,467.02,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.3348144006826642
STP,2012,Mortality,467.02,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.3348144006826642
STP,2017,Mortality,467.02,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.3348144006826642
STP,2022,Mortality,452.8,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.35573570304109225
SUR,2007,Mortality,101.55,America,South America,Republic of Suriname,0.8725154114375672
SUR,2012,Mortality,101.55,America,South America,Republic of Suriname,0.8725154114375672
SUR,2017,Mortality,101.55,America,South America,Republic of Suriname,0.8725154114375672
SUR,2022,Mortality,100.97,America,South America,Republic of Suriname,0.8733687416322147
SVK,2007,Mortality,133.67,Europe,Eastern Europe,Slovak Republic,0.8252585737615679
SVK,2012,Mortality,133.67,Europe,Eastern Europe,Slovak Republic,0.8252585737615679
SVK,2017,Mortality,133.67,Europe,Eastern Europe,Slovak Republic,0.8252585737615679
SVK,2022,Mortality,60.75,Europe,Eastern Europe,Slovak Republic,0.9325427768541541
SVN,2007,Mortality,54.76,Europe,Southern Europe,Republic of Slovenia,0.9413556180023246
SVN,2012,Mortality,54.76,Europe,Southern Europe,Republic of Slovenia,0.9413556180023246
SVN,2017,Mortality,54.76,Europe,Southern Europe,Republic of Slovenia,0.9413556180023246
SVN,2022,Mortality,37.519999999999996,Europe,Southern Europe,Republic of Slovenia,0.9667201224087452
SWE,2007,Mortality,29.67,Europe,Northern Europe,Kingdom of Sweden,0.9782695052156131
SWE,2012,Mortality,29.67,Europe,Northern Europe,Kingdom of Sweden,0.9782695052156131
SWE,2017,Mortality,29.67,Europe,Northern Europe,Kingdom of Sweden,0.9782695052156131
SWE,2022,Mortality,16.16,Europe,Northern Europe,Kingdom of Sweden,0.9981462137150761
SWZ,2007,Mortality,553.79,Africa,Southern Africa,Kingdom of Eswatini,0.2071532610454767
SWZ,2012,Mortality,553.79,Africa,Southern Africa,Kingdom of Eswatini,0.2071532610454767
SWZ,2017,Mortality,553.79,Africa,Southern Africa,Kingdom of Eswatini,0.2071532610454767
SWZ,2022,Mortality,345.78000000000003,Africa,Southern Africa,Kingdom of Eswatini,0.5131898365431299
SXM,2007,Mortality,96.99272727272728,America,Caribbean,Sint Maarten (Dutch part),0.8792203397538182
SXM,2012,Mortality,96.99272727272728,America,Caribbean,Sint Maarten (Dutch part),0.8792203397538182
SXM,2017,Mortality,96.99272727272728,America,Caribbean,Sint Maarten (Dutch part),0.8792203397538182
SXM,2022,Mortality,92.61354545454546,America,Caribbean,Sint Maarten (Dutch part),0.8856632502250357
SYC,2007,Mortality,91.8,Africa,Eastern Africa,Republic of Seychelles,0.8868601862613839
SYC,2012,Mortality,91.8,Africa,Eastern Africa,Republic of Seychelles,0.8868601862613839
SYC,2017,Mortality,91.8,Africa,Eastern Africa,Republic of Seychelles,0.8868601862613839
SYC,2022,Mortality,86.28999999999999,Africa,Eastern Africa,Republic of Seychelles,0.8949668231105357
SYR,2007,Mortality,173.81,Asia,Western Asia,Syrian Arab Republic,0.7662022392561314
SYR,2012,Mortality,173.81,Asia,Western Asia,Syrian Arab Republic,0.7662022392561314
SYR,2017,Mortality,173.81,Asia,Western Asia,Syrian Arab Republic,0.7662022392561314
SYR,2022,Mortality,192.14,Asia,Western Asia,Syrian Arab Republic,0.739234062587356
TCA,2007,Mortality,96.99272727272728,America,Caribbean,Turks and Caicos Islands,0.8792203397538182
TCA,2012,Mortality,96.99272727272728,America,Caribbean,Turks and Caicos Islands,0.8792203397538182
TCA,2017,Mortality,96.99272727272728,America,Caribbean,Turks and Caicos Islands,0.8792203397538182
