Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
BOL,2012,Municipal,0.0027726030246846096,382973.8333333333,,Estimated,America,South America,Plurinational State of Bolivia
BOL,2017,Municipal,0.0027726030246846096,382973.8333333333,,Estimated,America,South America,Plurinational State of Bolivia
BOL,2022,Municipal,0.0027726030246846096,382973.8333333333,,Estimated,America,South America,Plurinational State of Bolivia
BRA,2007,Municipal,0.001976983650660004,273076.6,,xx,America,South America,Federative Republic of Brazil
BRA,2012,Municipal,0.0037525025718917033,518325.3,,xx,America,South America,Federative Republic of Brazil
BRA,2017,Municipal,0.0037525025718917033,518325.3,,Estimated,America,South America,Federative Republic of Brazil
BRA,2022,Municipal,0.0037525025718917033,518325.3,,Estimated,America,South America,Federative Republic of Brazil
BRB,2007,Municipal,1.0,138127900.0,,Estimated,America,Caribbean,Barbados
BRB,2012,Municipal,1.0,138127900.0,,xx,America,Caribbean,Barbados
BRB,2017,Municipal,0.09965285796714494,13764840.0,,xx,America,Caribbean,Barbados
BRB,2022,Municipal,0.09965285796714494,13764840.0,,Estimated,America,Caribbean,Barbados
BRN,2007,Municipal,0.023165069475464407,3199742.4,,Estimated,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2012,Municipal,0.028401310186669988,3923013.3333333335,,Estimated,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2017,Municipal,0.0331699123300458,4581690.333333333,,Estimated,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2022,Municipal,0.0331699123300458,4581690.333333333,,Estimated,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BTN,2007,Municipal,5.4353537554686636e-05,7507.74,,Estimated,Asia,Southern Asia,Kingdom of Bhutan
BTN,2012,Municipal,5.4353537554686636e-05,7507.74,,xx,Asia,Southern Asia,Kingdom of Bhutan
BTN,2017,Municipal,4.4880143692910696e-05,6199.2,,xx,Asia,Southern Asia,Kingdom of Bhutan
BTN,2022,Municipal,4.4880143692910696e-05,6199.2,,Estimated,Asia,Southern Asia,Kingdom of Bhutan
BWA,2007,Municipal,1.091799701580926e-05,1508.08,,Estimated,Africa,Southern Africa,Republic of Botswana
BWA,2012,Municipal,1.091799701580926e-05,1508.08,,Estimated,Africa,Southern Africa,Republic of Botswana
BWA,2017,Municipal,1.091799701580926e-05,1508.08,,xx,Africa,Southern Africa,Republic of Botswana
BWA,2022,Municipal,1.091799701580926e-05,1508.08,,Estimated,Africa,Southern Africa,Republic of Botswana
CAF,2007,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Central African Republic
CAF,2012,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Central African Republic
CAF,2017,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Central African Republic
CAF,2022,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Central African Republic
CAN,2007,Municipal,0.043519918857812215,6011315.0,,Estimated,America,Northern America,Canada
CAN,2012,Municipal,0.043519918857812215,6011315.0,,xx,America,Northern America,Canada
CAN,2017,Municipal,0.043519918857812215,6011315.0,,Estimated,America,Northern America,Canada
CAN,2022,Municipal,0.043519918857812215,6011315.0,,Estimated,America,Northern America,Canada
CHE,2007,Municipal,0.02016247260690997,2785000.0,,xx,Europe,Western Europe,Swiss Confederation
CHE,2012,Municipal,0.020198670941931354,2790000.0,,xx,Europe,Western Europe,Swiss Confederation
CHE,2017,Municipal,0.02277599239545378,3146000.0,,xx,Europe,Western Europe,Swiss Confederation
CHE,2022,Municipal,0.02277599239545378,3146000.0,,Estimated,Europe,Western Europe,Swiss Confederation
CHL,2007,Municipal,0.0007938512060199279,109653.0,,Estimated,America,South America,Republic of Chile
CHL,2012,Municipal,0.0007938512060199279,109653.0,,Estimated,America,South America,Republic of Chile
CHL,2017,Municipal,0.0007938512060199279,109653.0,,xx,America,South America,Republic of Chile
CHL,2022,Municipal,0.0007938512060199279,109653.0,,Estimated,America,South America,Republic of Chile
CHN,2007,Municipal,0.042625566594438925,5887780.0,,Estimated,Asia,Eastern Asia,People's Republic of China
CHN,2012,Municipal,0.03932391645713864,5431730.0,,Estimated,Asia,Eastern Asia,People's Republic of China
CHN,2017,Municipal,0.04010541081852399,5539676.175,,Estimated,Asia,Eastern Asia,People's Republic of China
CHN,2022,Municipal,0.04010541081852399,5539676.175,,Estimated,Asia,Eastern Asia,People's Republic of China
CIV,2007,Municipal,0.00014859579418785056,20525.225000000002,,Estimated,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2012,Municipal,0.0003233551657557959,44664.37,,Estimated,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2017,Municipal,0.0003805880274730884,52569.825000000004,,Estimated,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2022,Municipal,0.0003805880274730884,52569.825000000004,,Estimated,Africa,Western Africa,Republic of Côte d'Ivoire
CMR,2007,Municipal,0.0002908970598988329,40181.0,,xx,Africa,Middle Africa,Republic of Cameroon
CMR,2012,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of Cameroon
CMR,2017,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of Cameroon
CMR,2022,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of Cameroon
COD,2007,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Democratic Republic of the Congo
COD,2012,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Democratic Republic of the Congo
COD,2017,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Democratic Republic of the Congo
COD,2022,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Democratic Republic of the Congo
COG,2007,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of the Congo
COG,2012,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of the Congo
COG,2017,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of the Congo
COG,2022,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Republic of the Congo
COL,2007,Municipal,0.011373313429075516,1570971.9,,Estimated,America,South America,Republic of Colombia
COL,2012,Municipal,0.011373313429075516,1570971.9,,xx,America,South America,Republic of Colombia
COL,2017,Municipal,0.011373313429075516,1570971.9,,Estimated,America,South America,Republic of Colombia
COL,2022,Municipal,0.011373313429075516,1570971.9,,Estimated,America,South America,Republic of Colombia
COM,2007,Municipal,9.654016313865626e-05,13334.89,,Estimated,Africa,Eastern Africa,Union of the Comoros
COM,2012,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Union of the Comoros
COM,2017,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Union of the Comoros
COM,2022,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Union of the Comoros
CPV,2007,Municipal,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Cabo Verde
CPV,2012,Municipal,0.0,0.0,,xx,Africa,Western Africa,Republic of Cabo Verde
CPV,2017,Municipal,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Cabo Verde
CPV,2022,Municipal,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Cabo Verde
CRI,2007,Municipal,0.0007254146338285025,100200.0,,Estimated,America,Central America,Republic of Costa Rica
CRI,2012,Municipal,0.0007254146338285025,100200.0,,Estimated,America,Central America,Republic of Costa Rica
CRI,2017,Municipal,0.0007254146338285025,100200.0,,xx,America,Central America,Republic of Costa Rica
CRI,2022,Municipal,0.0007254146338285025,100200.0,,Estimated,America,Central America,Republic of Costa Rica
CUB,2007,Municipal,0.002252984371730838,311200.0,,xx,America,Caribbean,Republic of Cuba
CUB,2012,Municipal,0.001432006133445886,197800.0,,xx,America,Caribbean,Republic of Cuba
CUB,2017,Municipal,0.0023420322758834385,323500.0,,xx,America,Caribbean,Republic of Cuba
CUB,2022,Municipal,0.0023420322758834385,323500.0,,Estimated,America,Caribbean,Republic of Cuba
CUW,2007,Municipal,0.000215720357726426,29797.0,,Estimated,America,Caribbean,Country of Curaçao
CUW,2012,Municipal,0.000215720357726426,29797.0,,xx,America,Caribbean,Country of Curaçao
CUW,2017,Municipal,0.00010275259379169596,14193.0,,xx,America,Caribbean,Country of Curaçao
CUW,2022,Municipal,0.00010275259379169596,14193.0,,Estimated,America,Caribbean,Country of Curaçao
CYM,2007,Municipal,0.25061762866155207,34617286.75,,Estimated,America,Caribbean,Cayman Islands
CYM,2012,Municipal,0.25041328906035637,34589061.75,,Estimated,America,Caribbean,Cayman Islands
CYM,2017,Municipal,0.02552576814676832,3525820.75,,Estimated,America,Caribbean,Cayman Islands
CYM,2022,Municipal,0.02552576814676832,3525820.75,,Estimated,America,Caribbean,Cayman Islands
CYP,2007,Municipal,0.00020271067611974118,28000.0,,xx,Asia,Western Asia,Republic of Cyprus
CYP,2012,Municipal,0.000521256024307906,72000.0,,xx,Asia,Western Asia,Republic of Cyprus
CYP,2017,Municipal,0.0006226113623677765,86000.0,,xx,Asia,Western Asia,Republic of Cyprus
CYP,2022,Municipal,0.0006226113623677765,86000.0,,Estimated,Asia,Western Asia,Republic of Cyprus
CZE,2007,Municipal,0.0022225777703128767,307000.0,,xx,Europe,Eastern Europe,Czech Republic
CZE,2012,Municipal,0.005429750253207353,750000.0,,xx,Europe,Eastern Europe,Czech Republic
CZE,2017,Municipal,0.012017847227098942,1660000.0,,xx,Europe,Eastern Europe,Czech Republic
CZE,2022,Municipal,0.012017847227098942,1660000.0,,Estimated,Europe,Eastern Europe,Czech Republic
DEU,2007,Municipal,0.21910128221742312,30264000.0,,xx,Europe,Western Europe,Federal Republic of Germany
DEU,2012,Municipal,0.23499959095881426,32460000.0,,xx,Europe,Western Europe,Federal Republic of Germany
DEU,2017,Municipal,0.25182457707675276,34784000.0,,xx,Europe,Western Europe,Federal Republic of Germany
DEU,2022,Municipal,0.25182457707675276,34784000.0,,Estimated,Europe,Western Europe,Federal Republic of Germany
