Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
GHA,2022,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Ghana
GIB,2007,Basel,0.0,0.0,,Estimated,Europe,Southern Europe,Gibraltar
GIB,2012,Basel,0.0,0.0,,Estimated,Europe,Southern Europe,Gibraltar
GIB,2017,Basel,0.0,0.0,,Estimated,Europe,Southern Europe,Gibraltar
GIB,2022,Basel,0.0,0.0,,Estimated,Europe,Southern Europe,Gibraltar
GIN,2007,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea
GIN,2012,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea
GIN,2017,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea
GIN,2022,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea
GMB,2007,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of the Gambia
GMB,2012,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of the Gambia
GMB,2017,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of the Gambia
GMB,2022,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of the Gambia
GNB,2007,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2012,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2017,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNB,2022,Basel,0.0,0.0,,Estimated,Africa,Western Africa,Republic of Guinea-Bissau
GNQ,2007,Basel,0.0,0.0,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2012,Basel,0.0,0.0,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2017,Basel,0.0,0.0,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GNQ,2022,Basel,0.0,0.0,,Estimated,Africa,Middle Africa,Republic of Equatorial Guinea
GRC,2007,Basel,0.92,92.0,,Estimated,Europe,Southern Europe,Hellenic Republic
GRC,2012,Basel,0.92,92.0,,Estimated,Europe,Southern Europe,Hellenic Republic
GRC,2017,Basel,0.92,92.0,,xx,Europe,Southern Europe,Hellenic Republic
GRC,2022,Basel,0.8,80.0,,xx,Europe,Southern Europe,Hellenic Republic
GRD,2007,Basel,0.0,0.0,,Estimated,America,Caribbean,Grenada
GRD,2012,Basel,0.0,0.0,,Estimated,America,Caribbean,Grenada
GRD,2017,Basel,0.0,0.0,,Estimated,America,Caribbean,Grenada
GRD,2022,Basel,0.0,0.0,,Estimated,America,Caribbean,Grenada
GRL,2007,Basel,0.0,0.0,,Estimated,America,Northern America,Greenland
GRL,2012,Basel,0.0,0.0,,Estimated,America,Northern America,Greenland
GRL,2017,Basel,0.0,0.0,,Estimated,America,Northern America,Greenland
GRL,2022,Basel,0.0,0.0,,Estimated,America,Northern America,Greenland
GTM,2007,Basel,0.0,0.0,,Estimated,America,Central America,Republic of Guatemala
